30,2,1,4.49666833241143
30,4,1,4.05073146337524
30,6,1,3.82586596323659
30,8,1,3.85337372087222
30,10,1,4.51328370168731
30,12,1,4.23368940016507
30,14,1,4.28656577072824
30,16,1,4.40031546231538
30,18,1,4.30885320671132
30,20,1,4.25837082259006
40,2,1,4.29043950499775
40,4,1,4.37538515845493
40,6,1,4.52004503197347
40,8,1,4.4926004009865
40,10,1,4.44939821268275
40,12,1,4.44472432367213
40,14,1,0.238550575503862
40,16,1,4.35568663543397
40,18,1,4.44429733364743
40,20,1,0.294996631765595
50,2,1,4.19326314842672
50,4,1,4.4006079803711
50,6,1,4.45101920916265
50,8,1,4.46423856273814
50,10,1,4.3520429238729
50,12,1,4.43450522524743
50,14,1,4.5700193053571
50,16,1,4.43876103122643
50,18,1,0.095514259428305
50,20,1,4.51032250419104
60,2,1,4.38292555614844
60,4,1,4.43005589487718
60,6,1,4.31553920681717
60,8,1,0.26892186578815
60,10,1,0.0860250414780523
60,12,1,0.0874918803854572
60,14,1,0.0752810221124332
60,16,1,0.049725492812791
60,18,1,0.115922841854518
60,20,1,0.0657975625857455
70,2,1,4.59407333383342
70,4,1,4.50785975593774
70,6,1,4.32728618076085
70,8,1,4.41937429766818
70,10,1,0.163373774688339
70,12,1,0.236621906959346
70,14,1,0.083789479922534
70,16,1,0.0727650750953744
70,18,1,0.0467154963605218
70,20,1,0.0704202283590483
80,2,1,4.11609261615773
80,4,1,4.45459079949473
80,6,1,0.0921226577804942
80,8,1,0.0879863081028745
80,10,1,0.174181547329197
80,12,1,4.44936193826392
80,14,1,0.0600194095630144
80,16,1,0.0708460877777184
80,18,1,0.047238878078824
80,20,1,4.49153344772872
90,2,1,4.39170018121914
90,4,1,4.44051783120257
90,6,1,4.43402879372988
90,8,1,0.0577296156022109
90,10,1,0.0602625572475627
90,12,1,0.0630370497594835
90,14,1,0.0654896941394846
90,16,1,0.0637604742106363
90,18,1,0.0379442470115744
90,20,1,0.0558923610658563
100,2,1,4.19635335264198
100,4,1,4.64618231691
100,6,1,0.110232579061187
100,8,1,4.44539200868814
100,10,1,0.0580353778692794
100,12,1,0.0774134248583796
100,14,1,0.0719889230922882
100,16,1,0.043244556933283
100,18,1,0.053699721472481
100,20,1,0.0410653744911827
30,2,2,4.49331502671517
30,4,2,4.33946142663436
30,6,2,3.91165713421819
30,8,2,4.04529211673278
30,10,2,4.21322641750899
30,12,2,4.40306903940225
30,14,2,4.18261725290179
30,16,2,4.2391393114873
30,18,2,4.30548944757543
30,20,2,4.15070644191652
40,2,2,4.63054282395672
40,4,2,4.19355636363767
40,6,2,4.49048880441597
40,8,2,4.46368583704001
40,10,2,4.36346619964517
40,12,2,4.25464483647987
40,14,2,4.43989150961855
40,16,2,4.44800237725683
40,18,2,4.45654765371604
40,20,2,4.43972812181039
50,2,2,4.01720058551235
50,4,2,3.97223609469617
50,6,2,4.36904153151564
50,8,2,4.36625188953335
50,10,2,4.56877258452768
50,12,2,0.268861097766561
50,14,2,4.4152725133925
50,16,2,4.51127439233575
50,18,2,4.38499027147997
50,20,2,0.0736595727952538
