30,2,1,5.21183713433479
30,4,1,3.9903385320959
30,6,1,3.61281736678045
30,8,1,3.78305540192267
30,10,1,3.86844314867863
30,12,1,3.95998807373998
30,14,1,4.0626024925977
30,16,1,3.7019603358532
30,18,1,3.77599836569742
30,20,1,4.28918952952505
40,2,1,4.75161278786286
40,4,1,4.0745190818863
40,6,1,4.08148755377656
40,8,1,3.94850796312332
40,10,1,4.30726560688288
40,12,1,4.14074993375904
40,14,1,4.3548896558982
40,16,1,4.3514527582656
40,18,1,4.21783306648125
40,20,1,4.3652960337548
50,2,1,4.48411135796305
50,4,1,3.70532080288304
50,6,1,4.25677639636093
50,8,1,4.28144224399051
50,10,1,4.3080302920237
50,12,1,4.50003007033009
50,14,1,4.13784718076553
50,16,1,4.44048089350228
50,18,1,4.45564851369482
50,20,1,4.45518201758595
60,2,1,4.40626858777138
60,4,1,3.97295670637772
60,6,1,4.19135580187074
60,8,1,4.37339368743943
60,10,1,4.09452789286821
60,12,1,0.17077608517861
60,14,1,4.46016854308758
60,16,1,0.105980799846291
60,18,1,4.3977946642756
60,20,1,0.0712884017907059
70,2,1,3.9490213788406
70,4,1,4.13618791755484
70,6,1,4.34594442511851
70,8,1,4.51020245894466
70,10,1,4.48044606768624
70,12,1,4.42913905254206
70,14,1,4.49419488305251
70,16,1,0.0599779563914508
70,18,1,0.0586706868306527
70,20,1,0.0581301746995857
80,2,1,3.91197415005141
80,4,1,4.24351908589269
80,6,1,4.39389346471944
80,8,1,4.22056383985521
80,10,1,4.38058099876954
80,12,1,0.0909031676162044
80,14,1,0.0874578025191114
80,16,1,0.0824497991838944
80,18,1,0.0585751195545353
80,20,1,0.0634818097456735
90,2,1,3.93105290732299
90,4,1,4.19092070569797
90,6,1,4.36232326447625
90,8,1,4.39009932709607
90,10,1,4.39269437392603
90,12,1,4.37925667121123
90,14,1,0.152813008491394
90,16,1,0.0632154415484066
90,18,1,0.0472947874417555
90,20,1,0.0542403672614693
100,2,1,3.90182958564821
100,4,1,4.38090178367578
100,6,1,4.25803212423933
100,8,1,4.45258926236174
100,10,1,4.40432968996813
100,12,1,0.0485939959243856
100,14,1,0.0641361200186702
100,16,1,0.0523951107870048
100,18,1,0.0625202523816541
100,20,1,0.0449594000784752
30,2,2,5.36385452063056
30,4,2,4.03250307355713
30,6,2,3.92898445478588
30,8,2,3.91317066764971
30,10,2,3.95619464204056
30,12,2,3.97917284079171
30,14,2,3.93210840392053
30,16,2,3.80931834400869
30,18,2,3.64934216432222
30,20,2,4.03238292913181
40,2,2,4.88968925697252
40,4,2,4.04918188237292
40,6,2,3.58869946512601
40,8,2,3.89187303993084
40,10,2,4.2718758953672
40,12,2,4.23286308847267
40,14,2,4.37931876956072
40,16,2,4.19891645380517
40,18,2,4.12884370015037
40,20,2,4.27268446748834
50,2,2,4.47442939804601
50,4,2,4.11611915656525
50,6,2,4.18319648930941
50,8,2,4.34591637677421
50,10,2,4.2061255209186
50,12,2,4.39410258633562
50,14,2,4.36718418033475
50,16,2,4.43765365255279
50,18,2,4.1047446063587
50,20,2,0.256798878968255
60,2,2,4.46868465505821
60,4,2,4.17103053806224
60,6,2,4.21835523816573
60,8,2,4.4929911758068
60,10,2,4.34642682270437
60,12,2,4.44767179411686
60,14,2,0.178748365483707
60,16,2,0.159803184520793
60,18,2,4.44809178208708
60,20,2,0.0684271609510476
70,2,2,4.55741265136723
70,4,2,4.03496286043619
70,6,2,4.36744523640628
70,8,2,4.29268328385701
70,10,2,0.191651526222286
70,12,2,4.31635891950421
70,14,2,0.0755876558010402
70,16,2,4.48558731879153
70,18,2,0.067233932949488
70,20,2,0.0609768061309237
80,2,2,3.81873771861392
80,4,2,4.54172631882691
80,6,2,4.51387212176687
80,8,2,0.224677788309465
80,10,2,4.49831702941877
80,12,2,4.2896417338685
80,14,2,4.45995917674412
80,16,2,4.47361924056126
80,18,2,0.0536833671640519
80,20,2,0.0649508137608582
90,2,2,4.25532492593953
90,4,2,4.4113442695714
90,6,2,4.46507783910221
90,8,2,4.48483297408062
90,10,2,0.0868768136787149
90,12,2,4.44615970132322
90,14,2,4.49462543192529
90,16,2,0.0591889413925798
90,18,2,0.047496616544761
90,20,2,0.0458858410890412
100,2,2,3.86168548527653
100,4,2,4.58543297747295
100,6,2,0.1675702626578
100,8,2,4.45472469917285
100,10,2,0.0479908978554213
100,12,2,0.0865967646214985
100,14,2,4.44387508840469
100,16,2,0.0650646638906839
100,18,2,0.0481472051393857
100,20,2,0.0336253462850391
30,2,3,5.25350416505482
30,4,3,4.37365521584301
30,6,3,3.76289065239447
30,8,3,3.91620873624333
